ID,Name,Team,Pos,Price,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob
342,Bernardo,MCI,MID,6.3,3.38655,0.94065,3.18555,3.26267,0.94065,3.06902,3.49043,0.94065,3.28327,3.1528,0.94065,2.96567,3.16799,0.94065,2.97996,3.13689,0.94065,2.9507,2.57438,0.94065,2.42158,3.31,0.94065,3.11354
343,Bobb,MCI,MID,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Carson,MCI,GK,4,3.14458,0.002,0.00629,3.47188,0.002,0.00694,3.30544,0.002,0.00661,4.0341,0.002,0.00807,3.13103,0.002,0.00626,3.57074,0.002,0.00714,4.38598,0.002,0.00877,3.73435,0.002,0.00747
345,"De Bruyne",MCI,MID,9.5,3.84913,0.76011,2.92575,3.5385,0.76011,2.68964,4.16894,0.76011,3.16885,3.48254,0.76011,2.6471,3.5337,0.76011,2.68599,3.63575,0.76011,2.76357,2.6655,0.76011,2.02607,3.86611,0.76011,2.93866
346,Doku,MCI,MID,6.2,2.62873,0.89381,2.34957,2.42692,0.89381,2.16919,2.7364,0.89381,2.44581,2.31738,0.89381,2.07129,2.29641,0.89381,2.05254,2.44391,0.89381,2.18438,1.96044,0.89381,1.75225,2.59285,0.89381,2.3175
347,"Ederson M.",MCI,GK,5.4,2.82226,0.5,1.41113,3.25796,0.5,1.62898,2.98934,0.5,1.49467,3.82026,0.5,1.91013,2.91732,0.5,1.45866,3.24725,0.5,1.62363,4.1713,0.5,2.08565,3.41307,0.5,1.70653
348,Foden,MCI,MID,9.1,3.43976,0.85284,2.93356,3.32128,0.85284,2.83252,3.59749,0.85284,3.06808,3.19526,0.85284,2.72504,3.21568,0.85284,2.74246,3.17771,0.85284,2.71007,2.57658,0.85284,2.19741,3.36301,0.85284,2.86811
349,Grealish,MCI,MID,6.4,2.22721,0.92596,2.06229,2.57365,0.92596,2.38308,2.37566,0.92596,2.19976,2.51459,0.92596,2.32839,2.50448,0.92596,2.31904,2.1681,0.92596,2.00756,2.09534,0.92596,1.94019,2.29612,0.92596,2.1261
350,Gvardiol,MCI,DEF,6,3.06768,0.88819,2.72467,3.09346,0.88819,2.74757,3.20156,0.88819,2.84358,3.33214,0.88819,2.95956,2.89339,0.88819,2.56987,3.13896,0.88819,2.78798,3.1969,0.88819,2.83944,3.21288,0.88819,2.85363
351,Haaland,MCI,FWD,14.8,5.5787,0.9409,5.249,4.71527,0.9409,4.4366,5.39374,0.9409,5.07496,4.13569,0.9409,3.89127,4.37453,0.9409,4.11599,4.67162,0.9409,4.39552,3.46275,0.9409,3.2581,5.09259,0.9409,4.79161
352,J.Alvarez,MCI,FWD,7,3.41383,0,0,3.0364,0,0,3.31544,0,0,2.97507,0,0,2.48616,0,0,2.9762,0,0,2.47925,0,0,3.20107,0,0
353,"João Cancelo",MCI,DEF,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Kovačić,MCI,MID,5.4,2.39894,0.91448,2.19379,2.49907,0.91448,2.28536,2.40288,0.91448,2.19739,2.35147,0.91448,2.15038,2.32176,0.91448,2.12322,2.19841,0.91448,2.01041,2.05617,0.91448,1.88033,2.31696,0.91448,2.11882
355,Lewis,MCI,DEF,4.6,2.17104,0.91397,1.98426,2.41364,0.91397,2.20599,2.32419,0.91397,2.12423,2.71497,0.91397,2.48139,2.24987,0.91397,2.05631,2.37819,0.91397,2.17358,2.65699,0.91397,2.42839,2.38757,0.91397,2.18215
356,"Matheus N.",MCI,MID,4.9,2.36973,0.46577,1.10374,2.57235,0.61859,1.59124,2.4045,0.69137,1.6624,2.44134,0.72767,1.77648,2.4265,0.72767,1.76568,2.17965,0.72767,1.58606,2.05471,0.72767,1.49515,2.31004,0.72767,1.68094
357,McAtee,MCI,MID,4.6,2.16739,0.11863,0.25711,2.10091,0.11863,0.24922,2.20363,0.11863,0.26141,1.97685,0.11863,0.23451,1.93323,0.11863,0.22933,2.01865,0.11863,0.23946,1.7639,0.11863,0.20924,2.13386,0.11863,0.25313
358,"Ortega Moreno",MCI,GK,5.2,3.04356,0.5,1.52178,3.14594,0.5,1.57297,3.20655,0.5,1.60328,3.70862,0.5,1.85431,2.80632,0.5,1.40316,3.46931,0.5,1.73465,4.05546,0.5,2.02773,3.63368,0.5,1.81684
359,Phillips,IPS,MID,4.8,1.63772,0.49368,0.8085,1.74345,0.49368,0.8607,1.78374,0.49368,0.88059,1.79679,0.49368,0.88703,1.73265,0.49368,0.85536,1.66384,0.49368,0.8214,1.89086,0.49368,0.93347,1.73682,0.49368,0.85743
360,Rodrigo,MCI,MID,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Rúben,MCI,DEF,5.4,0,0,0,0,0,0,0,0,0,2.91717,0.01,0.02917,2.44217,0.74317,1.81494,2.61845,0.85917,2.24969,2.90718,0.88727,2.57946,2.62016,0.88727,2.32479
362,Stones,MCI,DEF,5.3,2.38738,0.44999,1.0743,2.61702,0.59764,1.56404,2.50826,0.66795,1.6754,2.86197,0.7031,2.01225,2.4127,0.7031,1.69637,2.52534,0.7031,1.77557,2.77967,0.7031,1.95438,2.56147,0.7031,1.80096
363,Walker,MCI,DEF,5.2,2.75994,0.91606,2.52826,2.99751,0.91606,2.74589,2.88983,0.91606,2.64725,3.2338,0.91606,2.96235,2.79362,0.91606,2.55912,2.88102,0.91606,2.63918,3.10878,0.91606,2.84782,2.92801,0.91606,2.68222
364,Amad,MUN,MID,5.4,3.18624,0.91132,2.90369,3.3098,0.91132,3.0163,2.81734,0.91132,2.5675,3.42611,0.91132,3.12229,3.31497,0.91132,3.02101,3.10378,0.91132,2.82854,3.34764,0.91132,3.05078,3.25862,0.91132,2.96965
365,Antony,MUN,MID,5.7,1.91493,0.32948,0.63093,1.96594,0.32948,0.64773,1.63437,0.32948,0.53849,2.01406,0.32948,0.66359,1.91939,0.32948,0.63239,1.7952,0.32948,0.59148,1.96249,0.32948,0.6466,1.89037,0.32948,0.62283
366,B.Fernandes,MUN,MID,8.4,4.50933,0.94123,4.24429,4.48604,0.94123,4.22237,3.22221,0.94123,3.03283,4.28821,0.94123,4.03617,4.17226,0.94123,3.92703,3.67898,0.94123,3.46275,4.11642,0.94123,3.87447,4.02258,0.94123,3.78615
367,Bayindir,MUN,GK,4.3,3.93361,0.06,0.23602,3.80966,0.06,0.22858,5.07475,0.06,0.30449,3.01831,0.06,0.1811,3.51259,0.06,0.21076,4.21389,0.06,0.25283,3.42432,0.06,0.20546,4.44976,0.06,0.26699
368,Casemiro,MUN,MID,4.8,2.61786,0.37213,0.97419,2.62126,0.37213,0.97545,2.28315,0.37213,0.84963,2.67359,0.37213,0.99493,2.57054,0.37213,0.95658,2.46687,0.37213,0.918,2.61959,0.37213,0.97483,2.57307,0.37213,0.95752
369,Dalot,MUN,DEF,5.1,3.20429,0.94123,3.01598,3.06457,0.94123,2.88447,3.24155,0.94123,3.05105,2.8857,0.94123,2.71611,2.94386,0.94123,2.77085,3.1381,0.94123,2.95367,2.96621,0.94123,2.79189,3.45554,0.94123,3.25246
370,Eriksen,MUN,MID,5.3,2.45426,0.2589,0.6354,2.25069,0.2589,0.58269,2.03624,0.2589,0.52717,2.29557,0.2589,0.59431,2.2011,0.2589,0.56985,2.26165,0.2589,0.58553,2.24888,0.2589,0.58222,2.40101,0.2589,0.62161
371,Evans,MUN,DEF,4.4,2.39057,0.27928,0.66764,2.21945,0.27928,0.61985,2.61354,0.27928,0.72992,1.95273,0.27928,0.54536,2.09937,0.27928,0.58632,2.39974,0.27928,0.6702,2.08536,0.27928,0.5824,2.69358,0.27928,0.75227
372,Garnacho,MUN,MID,6.1,2.53856,0.82812,2.10222,2.58236,0.82812,2.13849,2.25112,0.82812,1.86418,2.65975,0.82812,2.20258,2.56344,0.82812,2.12282,2.44845,0.82812,2.0276,2.60839,0.82812,2.16005,2.56245,0.82812,2.122
373,Hannibal,MUN,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Heaton,MUN,GK,4,3.61824,0.002,0.00724,3.73435,0.002,0.00747,4.76596,0.002,0.00953,2.94338,0.002,0.00589,3.43766,0.002,0.00688,3.90167,0.002,0.0078,3.35021,0.002,0.0067,4.13533,0.002,0.00827
375,Højlund,MUN,FWD,6.9,2.67527,0.8871,2.37323,2.53682,0.8871,2.25041,2.173,0.8871,1.92767,2.76711,0.8871,2.4547,2.53006,0.8871,2.24441,2.4779,0.8871,2.19814,2.63925,0.8871,2.34128,2.50096,0.8871,2.2186
376,Lindelof,MUN,DEF,4.3,2.32341,0.06676,0.15512,2.20676,0.2587,0.57089,2.54617,0.53409,1.35989,1.94873,0.70923,1.38209,2.08719,0.7837,1.63572,2.33177,0.81442,1.89905,2.07677,0.81442,1.69137,2.62937,0.81442,2.14142
377,Maguire,MUN,DEF,4.9,2.29443,0.90663,2.0802,2.19415,0.90663,1.98928,2.50549,0.90663,2.27156,1.92456,0.90663,1.74486,2.07268,0.90663,1.87916,2.29617,0.90663,2.08179,2.05182,0.90663,1.86025,2.60497,0.90663,2.36175
378,Mainoo,MUN,MID,5.2,2.31166,0.9194,2.12534,2.3502,0.9194,2.16077,2.05513,0.9194,1.88948,2.41597,0.9194,2.22123,2.31951,0.9194,2.13255,2.21445,0.9194,2.03596,2.37483,0.9194,2.18341,2.30749,0.9194,2.1215
379,Malacia,MUN,DEF,4.4,2.55059,0.43189,1.10158,2.47571,0.43189,1.06924,2.71866,0.43189,1.17417,2.22503,0.43189,0.96097,2.3513,0.43189,1.01551,2.5314,0.43189,1.09329,2.3393,0.43189,1.01033,2.8454,0.43189,1.22891
380,Martinez,MUN,DEF,4.4,2.77758,0.91557,2.54306,2.66875,0.91557,2.44342,2.88683,0.91557,2.64308,2.4339,0.91557,2.2284,2.53821,0.91557,2.3239,2.72819,0.91557,2.49784,2.5365,0.91557,2.32234,3.04668,0.91557,2.78944
381,McTominay,MUN,MID,4.9,2.06313,0,1.89458,2.20661,0,2.02634,1.86555,0,1.71314,2.04659,0,1.87939,2.03525,0,1.86898,1.9388,0,1.78041,2.19403,0,2.01479,1.92967,0,1.77202
382,Mount,MUN,MID,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Onana,MUN,GK,5.2,4.05171,0.94941,3.84674,3.83529,0.94941,3.64127,5.19586,0.94941,4.93301,3.0435,0.94941,2.88953,3.53779,0.94941,3.35882,4.33343,0.94941,4.11421,3.44855,0.94941,3.2741,4.56829,0.94941,4.33719
384,Pellistri,MUN,MID,5,2.12725,0,0.03954,2.24813,0,0.04179,1.92343,0,0.03575,2.05381,0,0.03817,2.03975,0,0.03791,2.03692,0,0.03786,2.20025,0,0.0409,2.01854,0,0.03752
385,Rashford,MUN,MID,6.7,2.34844,0.61676,1.44842,2.47291,0.61676,1.52519,2.06362,0.61676,1.27276,2.52033,0.61676,1.55444,2.42436,0.61676,1.49525,2.22398,0.61676,1.37166,2.46779,0.61676,1.52204,2.32157,0.61676,1.43186
386,Sancho,CHE,MID,6.2,3.03764,0.9003,2.73479,2.74081,0.9003,2.46755,2.68012,0.9003,2.41291,3.09176,0.9003,2.78351,3.19596,0.9003,2.87733,2.37962,0.9003,2.14237,3.23574,0.9003,2.91314,2.56294,0.9003,2.30742
387,Shaw,MUN,DEF,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Wan-Bissaka,WHU,DEF,4.6,2.76909,0.93823,2.59805,2.7539,0.93823,2.5838,3.10057,0.93823,2.90906,2.5646,0.93823,2.40619,2.56085,0.93823,2.40267,2.98871,0.93823,2.80411,3.01463,0.93823,2.82843,2.57927,0.93823,2.41995
389,Zirkzee,MUN,FWD,6.6,2.26369,0.91281,2.06632,2.17514,0.91281,1.98549,1.74982,0.91281,1.59726,2.40763,0.91281,2.19771,2.17341,0.91281,1.98392,2.06113,0.91281,1.88143,2.27809,0.91281,2.07947,2.09194,0.91281,1.90955
390,A.Murphy,NEW,DEF,4,2.01785,0.00142,0.00287,2.26338,0.00142,0.00322,2.52256,0.00142,0.00358,2.06111,0.00142,0.00293,2.08234,0.00142,0.00296,2.12336,0.00142,0.00302,1.99449,0.00142,0.00283,2.52291,0.00142,0.00358
391,Almirón,NEW,MID,5.5,1.97722,0.44801,0.88581,1.86389,0.44801,0.83503,1.91939,0.44801,0.8599,2.06013,0.44801,0.92295,2.03047,0.44801,0.90966,2.117,0.44801,0.94843,1.93162,0.44801,0.86538,1.74038,0.44801,0.7797
392,Barnes,NEW,MID,6.1,2.43588,0.94102,2.29221,2.47804,0.94102,2.33188,2.60968,0.94102,2.45576,2.62842,0.94102,2.47338,2.56403,0.94102,2.4128,3.00183,0.94102,2.82477,2.43589,0.94102,2.29221,2.31199,0.94102,2.17562
393,Botman,NEW,DEF,4.4,2.58273,0.30717,0.79333,2.75516,0.63416,1.7472,3.01213,0.81125,2.44358,2.64183,0.85668,2.26319,2.65916,0.87017,2.31392,2.65341,0.87017,2.30891,2.55943,0.87017,2.22713,2.98975,0.87017,2.60159
394,"Bruno G.",NEW,MID,6.1,3.37771,0.94123,3.17921,3.15704,0.94123,2.97151,3.29689,0.94123,3.10313,3.58484,0.94123,3.37416,3.50174,0.94123,3.29595,3.67922,0.94123,3.463,3.35552,0.94123,3.15833,2.98815,0.94123,2.81254
395,Burn,NEW,DEF,4.4,2.46396,0.90001,2.2176,2.69157,0.90001,2.42245,2.95009,0.90001,2.65512,2.51484,0.90001,2.26339,2.52875,0.90001,2.27591,2.57148,0.90001,2.31437,2.43356,0.90001,2.19024,2.93918,0.90001,2.6453
396,Dúbravka,NEW,GK,4.2,3.12859,0.94,2.94087,4.21412,0.94,3.96127,4.22443,0.94,3.97097,3.16012,0.35596,1.12486,3.29878,0.22923,0.75616,4.30481,0.22923,0.98677,3.26888,0.1909,0.62402,4.4946,0.06429,0.28895
397,Fraser,SOU,MID,4.8,1.70769,0.34948,0.5968,1.67253,0.34948,0.58451,1.70344,0.34948,0.59531,1.62011,0.34948,0.56619,1.56676,0.34948,0.54754,1.6593,0.34948,0.57988,1.59152,0.34948,0.5562,1.69355,0.34948,0.59186
398,Gordon,NEW,MID,7.2,3.46625,0.92128,3.1934,3.16645,0.92128,2.9172,3.35662,0.92128,3.0924,3.73946,0.92128,3.4451,3.61276,0.92128,3.32838,3.8633,0.92128,3.55919,3.43014,0.92128,3.16013,2.96271,0.92128,2.7295
399,Hall,NEW,DEF,4.6,2.93591,0.94062,2.76156,3.10807,0.94062,2.92351,3.36076,0.94062,3.16118,3.01287,0.94062,2.83395,3.01096,0.94062,2.83216,3.17261,0.94062,2.98421,2.87766,0.94062,2.70677,3.22342,0.94062,3.032
400,Hayden,NEW,MID,4.4,1.7935,8.0E-5,0.00015,1.80032,8.0E-5,0.00015,1.85846,8.0E-5,0.00015,1.87807,8.0E-5,0.00015,1.8638,8.0E-5,0.00015,2.05925,8.0E-5,0.00017,1.77786,8.0E-5,0.00015,1.683,8.0E-5,0.00014
401,Isak,NEW,FWD,9,4.96032,0.94076,4.66649,4.26842,0.94076,4.01557,4.28509,0.94076,4.03125,5.30206,0.94076,4.98798,5.248,0.94076,4.93712,5.04325,0.94076,4.7445,5.07848,0.94076,4.77764,3.83687,0.94076,3.60958
402,J.Murphy,NEW,MID,4.9,2.79166,0.8795,2.45526,2.9962,0.8795,2.63514,3.19362,0.8795,2.80878,3.11656,0.8795,2.741,3.03781,0.8795,2.67175,3.70623,0.8795,3.25961,2.89657,0.8795,2.54752,2.84987,0.8795,2.50645
403,Joelinton,NEW,MID,6,2.52671,0.64001,1.61712,2.56042,0.84542,2.16464,2.62753,0.90834,2.3867,2.60317,0.93595,2.43644,2.57053,0.93595,2.40589,2.87549,0.93595,2.69132,2.46821,0.93595,2.31012,2.39868,0.93595,2.24504
404,Kelly,NEW,DEF,4.2,2.12239,0.18923,0.40162,2.38848,0.18923,0.45197,2.6428,0.18923,0.5001,2.16769,0.18923,0.41019,2.18955,0.18923,0.41433,2.25728,0.18923,0.42714,2.1006,0.18923,0.39749,2.63809,0.18923,0.4992
405,Krafth,NEW,DEF,4.3,0,0,0,0,0,0,0,0,0,2.33369,0.11217,0.26177,2.35077,0.1346,0.31642,2.37888,0.1346,0.3202,2.25859,0.14208,0.3209,2.76085,0.14657,0.40465
406,Kuol,NEW,MID,4.4,1.7935,8.0E-5,0.00015,1.80032,8.0E-5,0.00015,1.85846,8.0E-5,0.00015,1.87807,8.0E-5,0.00015,1.8638,8.0E-5,0.00015,2.05925,8.0E-5,0.00017,1.77786,8.0E-5,0.00015,1.683,8.0E-5,0.00014
407,Lascelles,NEW,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47943,0.01,0.02479,2.30736,0.34807,0.80313,2.76755,0.44089,1.22018
408,Lewis,NEW,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Livramento,NEW,DEF,4.5,2.33096,0.93835,2.18726,2.5618,0.93835,2.40388,2.82001,0.93835,2.64617,2.3742,0.93835,2.22784,2.39403,0.93835,2.24645,2.42386,0.93835,2.27444,2.30428,0.93835,2.16223,2.81802,0.93835,2.6443
410,Longstaff,NEW,MID,4.7,2.12152,0.93364,1.98075,2.05543,0.93364,1.91904,2.12092,0.93364,1.98019,2.21835,0.93364,2.07115,2.19061,0.93364,2.04525,2.34434,0.93364,2.18878,2.09324,0.93364,1.95434,1.93057,0.93364,1.80247
411,Miley,NEW,MID,5,2.18886,0.24183,0.52933,2.11563,0.24183,0.51162,2.17076,0.24183,0.52495,2.25217,0.24183,0.54464,2.22488,0.24183,0.53804,2.38996,0.24183,0.57796,2.12774,0.24183,0.51455,1.97157,0.24183,0.47678
412,Odysseas,NEW,GK,4.3,3.28727,0.002,0.00658,4.40646,0.002,0.00881,4.41805,0.002,0.00884,3.31927,0.002,0.00664,3.45725,0.002,0.00692,4.5023,0.002,0.00901,3.42678,0.002,0.00685,4.68511,0.002,0.00937
413,Pope,NEW,GK,4.9,0,0,0,0,0,0,0,0,0,3.4808,0.58404,2.03294,3.61897,0.71078,2.57228,4.35823,0.71078,3.09772,3.58867,0.7491,2.68828,4.54285,0.94772,4.30533
414,Ruddy,NEW,GK,4,3.25879,0.002,0.00652,4.12526,0.002,0.00825,4.13533,0.002,0.00827,3.28991,0.002,0.00658,3.42917,0.002,0.00686,4.21496,0.002,0.00843,3.39977,0.002,0.0068,4.4061,0.002,0.00881
415,Schär,NEW,DEF,5.4,2.45099,0.93634,2.29497,2.70905,0.93634,2.5366,2.9715,0.93634,2.78234,2.50342,0.93634,2.34406,2.51967,0.93634,2.35927,2.61798,0.93634,2.45132,2.42406,0.93634,2.26975,2.94285,0.93634,2.75552
416,Targett,NEW,DEF,4,2.02576,0.00175,0.00355,2.26434,0.00175,0.00397,2.52353,0.00175,0.00443,2.07003,0.00175,0.00363,2.09087,0.00175,0.00367,2.12608,0.00175,0.00373,2.00221,0.00175,0.00351,2.52283,0.00175,0.00443
417,Tonali,NEW,MID,5.5,1.93518,0.93553,1.81043,1.93628,0.93553,1.81146,2.00061,0.93553,1.87164,2.02392,0.93553,1.89345,2.00531,0.93553,1.87604,2.21837,0.93553,2.07536,1.91559,0.93553,1.7921,1.81162,0.93553,1.69483
418,Trippier,NEW,DEF,5.6,3.8183,0.77352,2.95352,3.65886,0.77352,2.83019,3.92667,0.77352,3.03735,4.00429,0.77352,3.09738,3.96783,0.77352,3.06919,3.97204,0.77352,3.07244,3.76825,0.77352,2.91481,3.66053,0.77352,2.83148
419,White,NEW,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,Willock,NEW,MID,4.8,1.74691,0.84793,1.48125,1.81457,0.84793,1.53862,1.88999,0.84793,1.60257,1.84513,0.84793,1.56454,1.82757,0.84793,1.54964,2.13965,0.84793,1.81427,1.73879,0.84793,1.47437,1.68304,0.84793,1.4271
421,Wilson,NEW,FWD,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61285,0.51942,0.83774
422,Aina,NFO,DEF,5,3.07373,0.9389,2.88592,2.94652,0.9389,2.76648,3.12224,0.9389,2.93147,3.07375,0.9389,2.88594,2.95431,0.9389,2.77379,3.01306,0.9389,2.82896,2.99108,0.9389,2.80832,3.07383,0.9389,2.88602
423,Anderson,NFO,MID,5,3.147,0.9367,2.9478,2.47494,0.9367,2.31828,2.68693,0.9367,2.51685,2.98844,0.9367,2.79928,3.2547,0.9367,3.04868,2.40841,0.9367,2.25596,3.14115,0.9367,2.94232,2.47655,0.9367,2.31979
424,Awoniyi,NFO,FWD,5.5,1.54754,0.70743,1.09477,1.6547,0.70743,1.17058,1.77095,0.70743,1.25282,1.39958,0.70743,0.99011,1.80966,0.70743,1.28021,1.53951,0.70743,1.08909,1.59421,0.70743,1.12779,1.58978,0.70743,1.12466
425,Boly,NFO,DEF,4.2,2.39705,0.19753,0.4735,2.36462,0.19753,0.46709,2.5218,0.19753,0.49814,2.45436,0.19753,0.48482,2.16892,0.19753,0.42843,2.46697,0.19753,0.48731,2.29441,0.19753,0.45322,2.51613,0.19753,0.49702
426,Bowler,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,C.Miguel,NFO,GK,4.2,3.75291,0.06003,0.22527,4.0453,0.06003,0.24283,3.93361,0.06003,0.23612,3.88334,0.06003,0.2331,3.01831,0.06003,0.18118,4.3723,0.06003,0.26245,3.51259,0.06003,0.21085,4.21389,0.06003,0.25295
428,"Da Silva Moreira",NFO,MID,4.4,1.61014,0.14846,0.23904,1.63068,0.14846,0.24209,1.70982,0.14846,0.25383,1.55015,0.14846,0.23013,1.70897,0.14846,0.25371,1.56836,0.14846,0.23283,1.61516,0.14846,0.23978,1.6083,0.14846,0.23876
429,Danilo,NFO,MID,4.7,2.25695,0.07643,0.1725,2.21482,0.29617,0.65597,2.31345,0.61145,1.41456,2.18935,0.79278,1.73566,2.36373,0.84478,1.99683,2.15642,0.86217,1.85921,2.26618,0.86217,1.95384,2.20018,0.86217,1.89693
430,Dennis,NFO,FWD,4.9,1.65798,0.00022,0.00036,1.77213,0.00022,0.00039,1.89276,0.00022,0.00042,1.53762,0.00022,0.00034,1.92034,0.00022,0.00042,1.67506,0.00022,0.00037,1.71983,0.00022,0.00038,1.72348,0.00022,0.00038
431,Dominguez,NFO,MID,4.8,0,0,0,1.71293,0.92715,1.58814,1.75427,0.92715,1.62647,1.66128,0.92715,1.54025,1.81683,0.92715,1.68447,1.63725,0.92715,1.51798,1.72192,0.92715,1.59648,1.67081,0.92715,1.5491
432,Elanga,NFO,MID,5.1,2.30398,0.94054,2.16697,2.16792,0.94054,2.039,2.40603,0.94054,2.26296,2.22108,0.94054,2.089,2.43077,0.94054,2.28622,2.15735,0.94054,2.02906,2.33609,0.94054,2.19717,2.22482,0.94054,2.09252
433,Gibbs-White,NFO,MID,6.3,3.13924,0.89735,2.81698,2.59227,0.89735,2.32616,2.89162,0.89735,2.59478,2.78559,0.89735,2.49964,3.07099,0.89735,2.75574,2.47161,0.89735,2.21789,2.96586,0.89735,2.6614,2.56628,0.89735,2.30284
434,Hudson-Odoi,NFO,MID,5.3,2.60791,0.87362,2.27831,2.57142,0.87362,2.24643,2.75411,0.87362,2.40603,2.53897,0.87362,2.21808,2.72942,0.87362,2.38447,2.54073,0.87362,2.21962,2.63269,0.87362,2.29996,2.59926,0.87362,2.27075
435,Mighten,NFO,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Murillo,NFO,DEF,4.6,2.90528,0.94123,2.73454,2.88727,0.94123,2.71759,3.04791,0.94123,2.86879,2.92315,0.94123,2.75137,2.7478,0.94123,2.58632,2.95155,0.94123,2.77809,2.81297,0.94123,2.64766,3.00909,0.94123,2.83225
437,N.Williams,NFO,DEF,4.3,2.05355,0.80375,1.65054,2.0397,0.80375,1.63941,2.20449,0.80375,1.77185,2.14261,0.80375,1.72212,1.77776,0.80375,1.42887,2.17041,0.80375,1.74447,1.94725,0.80375,1.5651,2.21569,0.80375,1.78086
438,O.Richards,NFO,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,O'Brien,NFO,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Omobamidele,NFO,DEF,4.3,2.46171,0.00568,0.01398,2.39507,0.00568,0.0136,2.57215,0.00568,0.0146,2.52005,0.00568,0.01431,2.22598,0.00568,0.01264,2.50995,0.00568,0.01425,2.35918,0.00568,0.01339,2.56117,0.00568,0.01454
441,Panzo,NFO,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Sangaré,NFO,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,Sels,NFO,GK,4.7,3.66893,0.94893,3.48155,3.91305,0.94893,3.71321,3.80692,0.94893,3.6125,3.79925,0.94893,3.60522,2.93453,0.94893,2.78466,4.24169,0.94893,4.02506,3.42881,0.94893,3.2537,4.08427,0.94893,3.87568
444,Toffolo,NFO,DEF,4.3,2.09561,0.22868,0.47923,2.03938,0.22868,0.46637,2.19631,0.22868,0.50226,2.17754,0.22868,0.49797,1.79957,0.22868,0.41153,2.1711,0.22868,0.49649,1.97708,0.22868,0.45213,2.21404,0.22868,0.50631
445,Turner,CRY,GK,4,4.03565,0.06,0.24215,2.86332,0.06,0.17181,3.49067,0.06,0.20945,3.44642,0.06,0.20679,3.75233,0.06,0.22515,3.17732,0.06,0.19065,4.0998,0.06,0.246,3.06452,0.06,0.18388
446,Ui-jo,NFO,FWD,4.5,1.5111,0,0.01827,1.59383,0,0.01927,1.72273,0,0.02083,1.3497,0,0.01632,1.57645,0,0.01906,1.59943,0,0.01934,1.47414,0,0.01783,1.52499,0,0.01844
447,Wood,NFO,FWD,6.6,2.74541,0.94122,2.58402,2.78398,0.94122,2.62033,2.92152,0.94122,2.74978,2.58657,0.94122,2.43453,3.08963,0.94122,2.90801,2.6602,0.94122,2.50382,2.82566,0.94122,2.65956,2.71812,0.94122,2.55834
448,Worrall,NFO,DEF,4.5,2.47812,0,0.01048,2.38476,0,0.01009,2.55417,0,0.0108,2.4325,0,0.01029,2.2555,0,0.00954,2.54736,0,0.01078,2.36061,0,0.00999,2.5736,0,0.01089
449,Yates,NFO,MID,4.9,2.12019,0.94123,1.99559,2.05134,0.94123,1.93078,2.09772,0.94123,1.97444,2.04968,0.94123,1.92922,2.21015,0.94123,2.08026,1.97607,0.94123,1.85994,2.11222,0.94123,1.98809,2.01104,0.94123,1.89285
450,Alcaraz,SOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,Amo-Ameyaw,SOU,MID,4.4,1.6315,0.13764,0.22456,1.60113,0.13764,0.22038,1.63023,0.13764,0.22439,1.55242,0.13764,0.21368,1.49805,0.13764,0.20619,1.5863,0.13764,0.21834,1.52587,0.13764,0.21002,1.62042,0.13764,0.22304
